subjectID,Start,Object_1,Object_2,congruence,correctness,tooSlow,trialNumber,displayedResponseTime,attention
66,BS,B,B,False,True,False,22,116.66666666666669,
66,SB,B,S,True,False,False,23,200.0,
66,SB,B,B,False,True,False,24,350.0,
66,BS,S,B,True,True,False,25,266.6666666666667,
66,SB,S,B,True,True,False,26,333.33333333333337,
66,BS,S,S,False,True,False,27,350.0,
66,BS,B,B,False,True,False,28,283.33333333333337,
66,BS,B,S,True,True,False,29,416.6666666666667,
66,SB,S,B,True,True,False,30,233.33333333333331,
66,BS,S,B,True,True,False,31,366.6666666666667,
66,SB,B,B,False,True,False,32,416.6666666666667,
66,BS,S,S,False,True,False,33,500.00000000000006,
66,SB,S,B,True,True,False,34,316.6666666666667,
66,BS,S,B,True,True,False,35,316.6666666666667,
66,SB,B,S,True,True,False,36,300.0,
66,BS,B,B,False,True,False,37,300.0,
66,BS,S,S,False,True,False,38,266.6666666666667,
66,SB,B,B,False,True,False,39,350.0,82.0
67,BS,S,B,True,False,False,0,816.6666666666667,
67,BS,B,S,True,False,True,1,950.0,
67,SB,B,B,False,False,True,2,916.6666666666669,
67,BS,B,B,False,True,False,3,150.0,
67,BS,S,B,True,True,False,4,150.0,
67,BS,B,S,True,False,False,5,150.0,
67,SB,B,B,False,False,False,6,66.66666666666667,
67,BS,B,B,False,False,False,7,150.0,
67,BS,S,S,False,False,False,8,183.33333333333331,
67,SB,S,B,True,False,True,9,933.3333333333334,
67,SB,B,B,False,True,False,10,66.66666666666667,
67,SB,S,B,True,True,False,11,0.0,
67,SB,S,S,False,False,False,12,133.33333333333334,
67,BS,B,B,False,False,False,13,233.33333333333331,
67,BS,B,S,True,False,False,14,266.6666666666667,
67,BS,S,B,True,False,False,15,533.3333333333334,
67,BS,S,S,False,False,False,16,66.66666666666667,
67,SB,B,B,False,False,False,17,200.0,
67,BS,B,B,False,True,False,18,50.0,
67,SB,S,B,True,True,False,19,183.33333333333331,
67,SB,B,S,True,False,False,20,66.66666666666667,
67,BS,S,B,True,True,False,21,16.666666666666668,
67,BS,B,B,False,True,False,22,16.666666666666668,
67,BS,S,S,False,False,False,23,0.0,
67,SB,B,B,False,False,False,24,16.666666666666668,
67,SB,S,B,True,True,False,25,150.0,
67,SB,B,S,True,False,False,26,16.666666666666668,
67,BS,S,B,True,False,False,27,100.0,
67,SB,B,B,False,True,False,28,50.0,
67,SB,S,S,False,False,False,29,16.666666666666668,
67,BS,S,B,True,True,False,30,483.33333333333337,
67,BS,B,B,False,True,False,31,383.33333333333337,
67,SB,S,B,True,True,False,32,200.0,
67,SB,B,S,True,True,False,33,100.0,
67,BS,B,S,True,True,False,34,50.0,
67,BS,S,B,True,True,False,35,0.0,
67,SB,S,B,True,False,False,36,716.6666666666667,
67,SB,B,B,False,False,False,37,150.0,
67,SB,S,S,False,False,False,38,16.666666666666668,
67,BS,B,B,False,True,False,39,50.0,82.0
68,BS,B,S,True,False,True,0,916.6666666666669,
68,SB,B,B,False,False,True,1,933.3333333333334,
68,BS,S,B,True,False,True,2,916.6666666666669,
68,BS,B,B,False,True,False,3,183.33333333333331,
68,BS,B,S,True,False,False,4,333.33333333333337,
68,SB,B,B,False,False,False,5,250.00000000000003,
68,BS,S,B,True,False,True,6,916.6666666666669,
68,BS,B,B,False,False,True,7,916.6666666666669,
68,SB,S,S,False,False,False,8,316.6666666666667,
68,SB,S,B,True,True,False,9,66.66666666666667,
68,SB,B,B,False,True,False,10,100.0,
68,BS,B,S,True,False,False,11,33.333333333333336,
68,BS,S,B,True,True,False,12,250.00000000000003,
68,SB,S,S,False,False,False,13,200.0,
68,SB,S,B,True,False,False,14,166.66666666666669,
68,BS,B,B,False,True,False,15,300.0,
68,SB,S,B,True,True,False,16,350.0,
68,BS,S,B,True,False,False,17,150.0,
68,SB,B,B,False,True,False,18,316.6666666666667,
68,SB,S,S,False,False,False,19,566.6666666666667,
68,BS,B,B,False,True,False,20,183.33333333333331,
68,BS,B,S,True,False,False,21,0.0,
68,SB,S,B,True,True,False,22,333.33333333333337,
68,SB,B,B,False,False,False,23,133.33333333333334,
68,BS,S,B,True,False,False,24,0.0,
68,BS,B,S,True,True,False,25,83.33333333333334,
68,BS,B,B,False,True,False,26,283.33333333333337,
68,BS,S,S,False,False,False,27,166.66666666666669,
68,SB,S,B,True,True,False,28,50.0,
68,SB,S,S,False,False,False,29,233.33333333333331,
68,BS,S,B,True,True,False,30,233.33333333333331,
68,BS,B,S,True,False,True,31,933.3333333333334,
68,SB,B,B,False,True,False,32,316.6666666666667,
68,BS,B,B,False,True,False,33,133.33333333333334,
68,SB,S,B,True,False,False,34,350.0,
68,SB,B,B,False,True,False,35,466.6666666666667,
68,BS,B,B,False,True,False,36,150.0,
68,SB,S,S,False,True,False,37,700.0,
68,BS,S,B,True,True,False,38,500.00000000000006,
68,SB,B,S,True,False,False,39,150.0,74.0
69,SB,S,B,True,False,True,0,933.3333333333334,
69,BS,S,B,True,False,False,1,100.0,
69,BS,B,B,False,False,False,2,200.0,
69,BS,S,S,False,False,False,3,300.0,
69,SB,S,B,True,False,True,4,933.3333333333334,
69,BS,S,B,True,False,True,5,916.6666666666669,
69,BS,B,B,False,False,True,6,916.6666666666669,
69,BS,S,S,False,False,False,7,333.33333333333337,
69,SB,B,B,False,True,False,8,50.0,
69,BS,B,S,True,False,False,9,266.6666666666667,
69,SB,B,S,True,False,True,10,933.3333333333334,
69,SB,B,B,False,False,False,11,483.33333333333337,
69,SB,S,B,True,True,False,12,116.66666666666669,
69,BS,S,S,False,False,False,13,200.0,
69,BS,S,B,True,False,False,14,16.666666666666668,
69,BS,B,B,False,True,False,15,50.0,
69,SB,B,B,False,True,False,16,0.0,
69,BS,S,B,True,False,False,17,116.66666666666669,
69,SB,B,S,True,False,False,18,116.66666666666669,
69,SB,S,B,True,False,False,19,50.0,
69,BS,S,S,False,True,False,20,166.66666666666669,
69,BS,B,B,False,False,False,21,100.0,
69,BS,B,S,True,False,False,22,150.0,
69,SB,B,B,False,True,False,23,50.0,
69,BS,B,B,False,False,False,24,0.0,
69,BS,S,B,True,True,False,25,50.0,
69,SB,S,B,True,True,False,26,16.666666666666668,
69,BS,S,S,False,False,False,27,33.333333333333336,
69,SB,B,S,True,True,False,28,100.0,
69,SB,S,B,True,True,False,29,100.0,
69,BS,S,S,False,True,False,30,100.0,
69,BS,S,B,True,True,False,31,33.333333333333336,
69,SB,B,B,False,False,False,32,83.33333333333334,
69,BS,B,B,False,False,False,33,16.666666666666668,
69,BS,S,B,True,False,True,34,916.6666666666669,
69,BS,B,B,False,True,False,35,100.0,
69,SB,S,B,True,True,False,36,66.66666666666667,
69,SB,S,S,False,True,False,37,33.333333333333336,
69,SB,B,B,False,False,False,38,150.0,
69,BS,B,S,True,True,False,39,100.0,100.0
70,BS,B,B,False,True,False,0,616.6666666666667,
70,SB,S,S,False,True,False,1,450.00000000000006,
70,SB,B,S,True,True,False,2,566.6666666666667,
70,BS,B,S,True,True,False,3,533.3333333333334,
70,BS,B,B,False,True,False,4,500.00000000000006,
70,SB,S,S,False,True,False,5,466.6666666666667,
70,SB,B,S,True,True,False,6,400.0,
70,BS,B,S,True,True,False,7,400.0,
70,BS,S,S,False,True,False,8,483.33333333333337,
70,SB,S,B,True,True,False,9,433.33333333333337,
70,BS,S,S,False,True,False,10,416.6666666666667,
70,SB,B,S,True,True,False,11,416.6666666666667,
70,SB,S,B,True,True,False,12,516.6666666666667,
70,BS,B,S,True,True,False,13,433.33333333333337,
70,SB,B,B,False,True,False,14,450.00000000000006,
70,SB,S,S,False,True,False,15,416.6666666666667,
70,BS,B,S,True,True,False,16,450.00000000000006,
70,SB,B,S,True,True,False,17,416.6666666666667,
70,SB,B,B,False,True,False,18,433.33333333333337,
70,SB,S,S,False,True,False,19,433.33333333333337,
70,BS,S,S,False,True,False,20,433.33333333333337,
70,SB,S,B,True,True,False,21,366.6666666666667,
70,SB,S,S,False,True,False,22,400.0,
70,BS,S,B,True,True,False,23,366.6666666666667,
70,BS,B,S,True,True,False,24,450.00000000000006,
70,BS,S,S,False,True,False,25,433.33333333333337,
70,SB,B,S,True,True,False,26,400.0,
70,BS,B,B,False,True,False,27,350.0,
70,SB,B,B,False,True,False,28,466.6666666666667,
70,BS,B,S,True,True,False,29,350.0,
70,SB,S,B,True,True,False,30,333.33333333333337,
70,SB,B,S,True,True,False,31,400.0,
70,BS,S,S,False,True,False,32,400.0,
70,SB,S,S,False,True,False,33,366.6666666666667,
70,SB,B,S,True,True,False,34,366.6666666666667,
70,BS,B,S,True,True,False,35,366.6666666666667,
70,BS,S,S,False,True,False,36,416.6666666666667,
70,BS,S,B,True,True,False,37,350.0,
70,SB,S,S,False,True,False,38,383.33333333333337,
70,SB,B,B,False,True,False,39,283.33333333333337,98.0
71,BS,B,S,True,False,True,0,933.3333333333334,
71,BS,S,S,False,False,True,1,933.3333333333334,
71,SB,B,B,False,False,True,2,933.3333333333334,
71,SB,S,S,False,False,True,3,933.3333333333334,
71,BS,B,S,True,False,True,4,933.3333333333334,
71,BS,S,S,False,False,True,5,916.6666666666669,
71,SB,B,B,False,False,True,6,933.3333333333334,
71,SB,S,S,False,False,True,7,933.3333333333334,
71,BS,S,B,True,False,True,8,933.3333333333334,
71,SB,B,S,True,False,True,9,933.3333333333334,
71,BS,S,S,False,False,True,10,933.3333333333334,
71,SB,B,B,False,False,True,11,933.3333333333334,
71,SB,B,S,True,False,True,12,933.3333333333334,
71,BS,S,B,True,False,True,13,933.3333333333334,
71,SB,S,S,False,False,True,14,933.3333333333334,
71,BS,B,S,True,False,True,15,933.3333333333334,
71,BS,B,S,True,False,True,16,933.3333333333334,
71,BS,S,S,False,False,True,17,933.3333333333334,
71,SB,B,B,False,False,True,18,933.3333333333334,
71,SB,B,S,True,False,True,19,933.3333333333334,
71,SB,S,B,True,False,True,20,933.3333333333334,
71,SB,S,S,False,False,True,21,916.6666666666669,
71,BS,S,S,False,False,True,22,933.3333333333334,
71,SB,B,S,True,False,True,23,933.3333333333334,
71,BS,S,B,True,False,True,24,933.3333333333334,
71,BS,B,S,True,False,True,25,933.3333333333334,
71,BS,B,B,False,False,True,26,933.3333333333334,
71,SB,S,S,False,False,True,27,933.3333333333334,
71,BS,S,S,False,False,True,28,933.3333333333334,
71,BS,B,S,True,False,True,29,933.3333333333334,
71,SB,S,B,True,False,True,30,933.3333333333334,
71,SB,S,S,False,False,True,31,933.3333333333334,
71,SB,B,B,False,False,True,32,933.3333333333334,
71,SB,B,S,True,False,True,33,933.3333333333334,
71,SB,S,S,False,False,True,34,933.3333333333334,
71,BS,B,B,False,False,True,35,933.3333333333334,
71,BS,S,S,False,False,True,36,933.3333333333334,
71,SB,S,B,True,False,True,37,933.3333333333334,
71,BS,B,S,True,False,True,38,933.3333333333334,
71,SB,B,S,True,False,True,39,933.3333333333334,100.0
72,BS,B,S,True,False,True,0,916.6666666666669,
72,SB,S,S,False,True,False,1,466.6666666666667,
72,BS,B,B,False,True,False,2,400.0,
72,BS,S,S,False,True,False,3,516.6666666666667,
72,BS,B,S,True,True,False,4,483.33333333333337,
72,SB,S,S,False,True,False,5,466.6666666666667,
72,BS,B,B,False,True,False,6,616.6666666666667,
72,BS,S,S,False,True,False,7,733.3333333333334,
72,SB,B,S,True,True,False,8,466.6666666666667,
72,BS,S,B,True,False,False,9,566.6666666666667,
72,BS,B,S,True,True,False,10,633.3333333333334,
72,SB,B,S,True,True,False,11,516.6666666666667,
72,BS,S,B,True,True,False,12,350.0,
72,SB,S,S,False,True,False,13,483.33333333333337,
72,BS,S,S,False,True,False,14,483.33333333333337,
72,SB,B,B,False,True,False,15,400.0,
72,SB,S,S,False,True,False,16,516.6666666666667,
72,SB,B,B,False,True,False,17,433.33333333333337,
72,BS,S,S,False,True,False,18,550.0,
72,SB,S,B,True,True,False,19,533.3333333333334,
72,BS,B,S,True,True,False,20,650.0,
72,SB,B,S,True,True,False,21,566.6666666666667,
72,BS,B,S,True,True,False,22,683.3333333333334,
72,SB,S,B,True,True,False,23,433.33333333333337,
72,SB,B,S,True,True,False,24,700.0,
72,BS,B,B,False,True,False,25,483.33333333333337,
72,BS,S,S,False,True,False,26,466.6666666666667,
72,SB,S,S,False,True,False,27,750.0,
72,SB,S,B,True,True,False,28,550.0,
72,SB,B,S,True,True,False,29,666.6666666666667,
72,BS,S,S,False,False,True,30,933.3333333333334,
72,BS,B,B,False,True,False,31,416.6666666666667,
72,SB,S,S,False,True,False,32,566.6666666666667,
72,BS,B,S,True,True,False,33,550.0,
72,SB,B,S,True,True,False,34,550.0,
72,SB,S,B,True,True,False,35,633.3333333333334,
72,SB,S,S,False,False,True,36,933.3333333333334,
72,BS,S,S,False,True,False,37,400.0,
72,BS,B,S,True,True,False,38,483.33333333333337,
72,SB,B,B,False,True,False,39,416.6666666666667,74.0
73,BS,B,B,False,False,True,0,916.6666666666669,
73,BS,S,B,True,True,False,1,200.0,
73,SB,S,S,False,False,False,2,133.33333333333334,
73,SB,S,B,True,False,False,3,150.0,
73,BS,B,B,False,False,False,4,100.0,
73,BS,S,B,True,True,False,5,183.33333333333331,
73,SB,S,S,False,True,False,6,333.33333333333337,
73,SB,S,B,True,True,False,7,366.6666666666667,
73,SB,B,B,False,False,False,8,333.33333333333337,
73,BS,B,S,True,True,False,9,400.0,
73,SB,S,B,True,True,False,10,600.0,
73,BS,B,S,True,True,False,11,550.0,
73,BS,S,B,True,True,False,12,400.0,
73,SB,B,B,False,True,False,13,366.6666666666667,
73,BS,B,B,False,True,False,14,400.0,
73,SB,S,S,False,True,False,15,766.6666666666667,
73,BS,S,S,False,True,False,16,483.33333333333337,
73,SB,S,B,True,True,False,17,416.6666666666667,
73,BS,S,B,True,True,False,18,350.0,
73,SB,B,B,False,True,False,19,483.33333333333337,
73,BS,B,B,False,True,False,20,483.33333333333337,
73,BS,B,S,True,True,False,21,600.0,
73,SB,B,S,True,True,False,22,583.3333333333334,
73,BS,B,B,False,True,False,23,433.33333333333337,
73,BS,S,B,True,True,False,24,550.0,
73,SB,S,S,False,True,False,25,550.0,
73,SB,B,B,False,True,False,26,500.00000000000006,
73,SB,S,B,True,True,False,27,483.33333333333337,
73,SB,S,B,True,True,False,28,383.33333333333337,
73,SB,B,S,True,True,False,29,516.6666666666667,
73,BS,B,B,False,True,False,30,433.33333333333337,
73,BS,S,B,True,True,False,31,516.6666666666667,
73,SB,B,B,False,True,False,32,483.33333333333337,
73,BS,S,S,False,True,False,33,583.3333333333334,
73,BS,B,B,False,True,False,34,450.00000000000006,
73,SB,S,B,True,True,False,35,566.6666666666667,
73,BS,S,B,True,True,False,36,516.6666666666667,
73,SB,B,S,True,True,False,37,500.00000000000006,
73,SB,B,B,False,True,False,38,466.6666666666667,
73,BS,S,S,False,True,False,39,650.0,100.0
74,BS,S,S,False,False,True,0,916.6666666666669,
74,BS,B,B,False,False,False,1,33.333333333333336,
74,SB,S,S,False,True,False,2,600.0,
74,BS,B,S,True,True,False,3,516.6666666666667,
74,BS,S,S,False,True,False,4,466.6666666666667,
74,BS,B,B,False,True,False,5,566.6666666666667,
74,SB,S,S,False,True,False,6,600.0,
74,BS,B,S,True,True,False,7,433.33333333333337,
74,SB,B,S,True,True,False,8,483.33333333333337,
74,BS,S,B,True,True,False,9,616.6666666666667,
74,SB,B,S,True,True,False,10,633.3333333333334,
74,BS,S,B,True,True,False,11,400.0,
74,SB,S,S,False,True,False,12,416.6666666666667,
74,BS,B,S,True,True,False,13,433.33333333333337,
74,BS,B,B,False,True,False,14,450.00000000000006,
74,BS,S,S,False,True,False,15,516.6666666666667,
74,SB,B,S,True,True,False,16,450.00000000000006,
74,BS,S,S,False,True,False,17,483.33333333333337,
74,SB,B,B,False,True,False,18,366.6666666666667,
74,BS,B,S,True,True,False,19,416.6666666666667,
74,BS,S,B,True,True,False,20,450.00000000000006,
74,SB,S,S,False,True,False,21,450.00000000000006,
74,BS,S,S,False,True,False,22,450.00000000000006,
74,SB,B,S,True,True,False,23,466.6666666666667,
74,BS,B,S,True,True,False,24,450.00000000000006,
74,SB,B,B,False,True,False,25,383.33333333333337,
74,SB,S,S,False,True,False,26,366.6666666666667,
74,SB,S,B,True,True,False,27,583.3333333333334,
74,BS,S,B,True,True,False,28,383.33333333333337,
74,BS,S,S,False,True,False,29,433.33333333333337,
74,SB,S,S,False,True,False,30,883.3333333333334,
74,SB,B,S,True,True,False,31,466.6666666666667,
74,SB,B,B,False,False,False,32,400.0,
74,BS,B,S,True,True,False,33,433.33333333333337,
74,SB,B,S,True,True,False,34,466.6666666666667,
74,BS,B,S,True,True,False,35,533.3333333333334,
74,BS,B,B,False,True,False,36,400.0,
74,BS,S,S,False,True,False,37,400.0,
74,SB,S,B,True,True,False,38,433.33333333333337,
74,SB,S,S,False,True,False,39,500.00000000000006,96.0
75,BS,S,S,False,False,True,0,916.6666666666669,
75,BS,B,S,True,False,True,1,916.6666666666669,
75,SB,S,B,True,True,False,2,66.66666666666667,
75,SB,S,S,False,False,True,3,916.6666666666669,
75,BS,S,S,False,False,True,4,933.3333333333334,
75,BS,B,S,True,False,False,5,66.66666666666667,
75,SB,S,B,True,True,False,6,133.33333333333334,
75,SB,S,S,False,False,True,7,933.3333333333334,
75,SB,B,B,False,False,False,8,16.666666666666668,
75,SB,B,S,True,True,False,9,250.00000000000003,
75,SB,B,B,False,False,False,10,283.33333333333337,
75,BS,B,S,True,False,False,11,283.33333333333337,
75,SB,B,S,True,False,True,12,916.6666666666669,
75,SB,S,B,True,True,False,13,250.00000000000003,
75,BS,S,S,False,False,True,14,916.6666666666669,
75,SB,S,S,False,False,True,15,916.6666666666669,
75,BS,B,S,True,False,True,16,933.3333333333334,
75,BS,S,S,False,False,True,17,933.3333333333334,
75,BS,B,B,False,False,True,18,916.6666666666669,
75,SB,B,S,True,False,True,19,916.6666666666669,
75,SB,S,B,True,True,False,20,166.66666666666669,
75,SB,S,S,False,False,False,21,316.6666666666667,
75,SB,B,S,True,False,False,22,133.33333333333334,
75,SB,S,S,False,True,False,23,133.33333333333334,
75,BS,S,B,True,False,True,24,933.3333333333334,
75,BS,S,S,False,False,False,25,416.6666666666667,
75,BS,B,S,True,True,False,26,533.3333333333334,
75,BS,B,B,False,True,False,27,416.6666666666667,
75,SB,B,S,True,False,False,28,616.6666666666667,
75,SB,S,B,True,True,False,29,500.00000000000006,
75,SB,S,S,False,True,False,30,583.3333333333334,
75,BS,B,S,True,True,False,31,550.0,
75,BS,B,B,False,True,False,32,566.6666666666667,
75,BS,S,S,False,True,False,33,650.0,
75,SB,B,S,True,True,False,34,566.6666666666667,
75,SB,S,B,True,True,False,35,416.6666666666667,
75,BS,B,S,True,True,False,36,450.00000000000006,
75,BS,S,S,False,True,False,37,583.3333333333334,
75,SB,B,B,False,True,False,38,366.6666666666667,
75,SB,S,S,False,True,False,39,533.3333333333334,84.0
76,SB,B,B,False,False,True,0,900.0000000000001,
76,SB,B,S,True,False,True,1,916.6666666666669,
76,BS,B,B,False,False,True,2,916.6666666666669,
76,BS,S,S,False,True,False,3,66.66666666666667,
76,SB,B,B,False,False,True,4,933.3333333333334,
76,SB,B,S,True,False,True,5,883.3333333333334,
76,BS,B,B,False,True,False,6,66.66666666666667,
76,BS,S,S,False,False,False,7,100.0,
76,SB,S,B,True,True,False,8,50.0,
76,BS,S,B,True,True,False,9,166.66666666666669,
76,BS,S,B,True,True,False,10,0.0,
76,BS,B,B,False,False,False,11,33.333333333333336,
76,SB,S,S,False,False,True,12,900.0000000000001,
76,SB,B,B,False,False,False,13,250.00000000000003,
76,SB,B,S,True,True,False,14,250.00000000000003,
76,SB,S,B,True,False,True,15,883.3333333333334,
76,SB,B,B,False,False,False,16,33.333333333333336,
76,BS,S,B,True,True,False,17,100.0,
76,SB,S,S,False,False,False,18,0.0,
76,BS,B,B,False,False,True,19,933.3333333333334,
76,SB,S,B,True,False,True,20,916.6666666666669,
76,BS,B,S,True,True,False,21,50.0,
76,BS,S,B,True,True,False,22,33.333333333333336,
76,SB,S,S,False,False,False,23,116.66666666666669,
76,BS,B,B,False,False,False,24,16.666666666666668,
76,SB,S,B,True,False,True,25,916.6666666666669,
76,SB,B,B,False,True,False,26,550.0,
76,SB,B,S,True,True,False,27,466.6666666666667,
76,BS,S,B,True,True,False,28,483.33333333333337,
76,SB,B,S,True,True,False,29,483.33333333333337,
76,SB,S,B,True,True,False,30,516.6666666666667,
76,SB,B,B,False,True,False,31,466.6666666666667,
76,BS,S,S,False,True,False,32,550.0,
76,BS,B,B,False,True,False,33,416.6666666666667,
76,BS,B,B,False,True,False,34,416.6666666666667,
76,SB,S,S,False,True,False,35,466.6666666666667,
76,SB,B,B,False,True,False,36,416.6666666666667,
76,SB,S,B,True,True,False,37,400.0,
76,BS,S,B,True,True,False,38,483.33333333333337,
76,SB,B,S,True,True,False,39,450.00000000000006,100.0
77,SB,S,S,False,False,True,0,950.0,
77,SB,B,B,False,False,True,1,950.0,
77,BS,B,B,False,False,True,2,950.0,
77,SB,S,B,True,True,False,3,83.33333333333334,
77,SB,S,S,False,False,True,4,950.0,
77,SB,B,B,False,False,True,5,950.0,
77,BS,B,B,False,True,False,6,400.0,
77,SB,S,B,True,True,False,7,350.0,
77,BS,S,B,True,True,False,8,433.33333333333337,
77,BS,B,S,True,True,False,9,300.0,
77,BS,S,B,True,True,False,10,350.0,
77,SB,B,B,False,True,False,11,466.6666666666667,
77,SB,B,S,True,True,False,12,450.00000000000006,
77,BS,B,B,False,True,False,13,400.0,
77,SB,S,B,True,True,False,14,300.0,
77,BS,S,S,False,True,False,15,383.33333333333337,
77,SB,S,B,True,False,False,16,383.33333333333337,
77,BS,S,B,True,True,False,17,333.33333333333337,
77,SB,B,B,False,True,False,18,366.6666666666667,
77,SB,B,S,True,True,False,19,366.6666666666667,
77,BS,B,B,False,True,False,20,433.33333333333337,
77,BS,S,S,False,True,False,21,316.6666666666667,
77,BS,S,B,True,True,False,22,383.33333333333337,
77,SB,B,B,False,True,False,23,466.6666666666667,
77,BS,B,B,False,True,False,24,366.6666666666667,
77,BS,S,S,False,True,False,25,466.6666666666667,
77,SB,S,B,True,True,False,26,383.33333333333337,
77,SB,B,S,True,False,False,27,550.0,
77,SB,B,B,False,False,False,28,316.6666666666667,
77,BS,S,B,True,True,False,29,383.33333333333337,
77,BS,B,S,True,False,False,30,400.0,
77,BS,B,B,False,True,False,31,533.3333333333334,
77,BS,S,S,False,True,False,32,533.3333333333334,
77,SB,S,B,True,True,False,33,400.0,
77,BS,B,S,True,True,False,34,416.6666666666667,
77,SB,B,B,False,False,False,35,416.6666666666667,
77,SB,S,B,True,True,False,36,433.33333333333337,
77,BS,B,B,False,True,False,37,450.00000000000006,
77,BS,S,B,True,True,False,38,450.00000000000006,
77,BS,S,S,False,True,False,39,433.33333333333337,96.0
78,BS,B,S,True,True,False,0,316.6666666666667,
78,BS,S,B,True,True,False,1,233.33333333333331,
78,BS,S,S,False,True,False,2,750.0,
78,SB,B,B,False,True,False,3,433.33333333333337,
78,BS,B,S,True,True,False,4,750.0,
78,BS,S,B,True,True,False,5,333.33333333333337,
78,BS,S,S,False,True,False,6,450.00000000000006,
78,SB,B,B,False,True,False,7,366.6666666666667,
78,SB,S,S,False,True,False,8,400.0,
78,SB,B,S,True,True,False,9,366.6666666666667,
78,SB,B,S,True,True,False,10,366.6666666666667,
78,SB,S,S,False,True,False,11,550.0,
78,BS,S,S,False,True,False,12,366.6666666666667,
78,SB,B,B,False,True,False,13,466.6666666666667,
78,BS,B,S,True,True,False,14,333.33333333333337,
78,SB,S,B,True,True,False,15,350.0,
78,BS,B,B,False,True,False,16,350.0,
78,BS,B,S,True,True,False,17,366.6666666666667,
78,SB,S,S,False,True,False,18,433.33333333333337,
78,BS,S,S,False,True,False,19,433.33333333333337,
78,SB,B,S,True,True,False,20,400.0,
78,SB,S,B,True,True,False,21,333.33333333333337,
78,SB,S,S,False,True,False,22,350.0,
78,BS,B,B,False,True,False,23,400.0,
78,BS,S,S,False,True,False,24,516.6666666666667,
78,BS,B,S,True,True,False,25,450.00000000000006,
78,SB,B,S,True,True,False,26,366.6666666666667,
78,SB,S,B,True,True,False,27,550.0,
78,BS,S,S,False,True,False,28,416.6666666666667,
78,SB,S,S,False,True,False,29,366.6666666666667,
78,SB,B,S,True,True,False,30,333.33333333333337,
78,BS,B,B,False,True,False,31,533.3333333333334,
78,BS,B,S,True,True,False,32,333.33333333333337,
78,BS,S,B,True,True,False,33,450.00000000000006,
78,BS,S,B,True,True,False,34,550.0,
78,BS,S,S,False,True,False,35,350.0,
78,SB,B,B,False,True,False,36,350.0,
78,BS,B,S,True,True,False,37,383.33333333333337,
78,SB,S,S,False,True,False,38,366.6666666666667,
78,SB,B,S,True,True,False,39,466.6666666666667,89.0
79,SB,B,S,True,False,True,0,950.0,
79,SB,B,B,False,False,True,1,950.0,
79,BS,B,S,True,False,True,2,950.0,
79,BS,S,S,False,False,True,3,950.0,
79,SB,B,S,True,True,False,4,700.0,
79,SB,B,B,False,False,True,5,950.0,
79,BS,B,S,True,False,True,6,950.0,
79,BS,S,S,False,False,False,7,16.666666666666668,
79,SB,S,B,True,False,False,8,233.33333333333331,
79,SB,S,S,False,False,True,9,950.0,
79,SB,S,S,False,True,False,10,700.0,
79,BS,B,S,True,True,False,11,916.6666666666669,
79,SB,S,B,True,False,False,12,250.00000000000003,
79,SB,B,S,True,False,True,13,950.0,
79,BS,B,B,False,True,False,14,500.00000000000006,
79,BS,S,S,False,True,False,15,16.666666666666668,
79,BS,S,S,False,True,False,16,500.00000000000006,
79,SB,S,B,True,False,False,17,316.6666666666667,
79,BS,B,S,True,False,False,18,516.6666666666667,
79,SB,B,S,True,True,False,19,650.0,
79,SB,B,B,False,True,False,20,683.3333333333334,
79,SB,S,S,False,True,False,21,583.3333333333334,
79,SB,S,S,False,True,False,22,683.3333333333334,
79,BS,B,B,False,True,False,23,600.0,
79,BS,B,S,True,True,False,24,550.0,
79,BS,S,S,False,False,False,25,483.33333333333337,
79,BS,S,B,True,True,False,26,550.0,
79,SB,B,S,True,True,False,27,700.0,
79,BS,S,S,False,False,False,28,450.00000000000006,
79,SB,S,B,True,True,False,29,716.6666666666667,
79,SB,S,S,False,True,False,30,633.3333333333334,
79,SB,B,S,True,True,False,31,466.6666666666667,
79,BS,B,B,False,False,False,32,533.3333333333334,
79,BS,B,S,True,True,False,33,716.6666666666667,
79,BS,B,S,True,False,True,34,950.0,
79,BS,B,B,False,True,False,35,566.6666666666667,
79,BS,S,S,False,True,False,36,633.3333333333334,
79,SB,S,B,True,True,False,37,633.3333333333334,
79,SB,B,S,True,True,False,38,633.3333333333334,
79,SB,S,S,False,True,False,39,766.6666666666667,72.0
80,SB,S,B,True,True,False,0,250.00000000000003,
80,SB,B,B,False,False,False,1,333.33333333333337,
80,BS,B,S,True,True,False,2,383.33333333333337,
80,BS,B,B,False,True,False,3,400.0,
80,SB,S,B,True,True,False,4,450.00000000000006,
80,SB,B,B,False,True,False,5,400.0,
80,BS,B,S,True,True,False,6,583.3333333333334,
80,BS,B,B,False,True,False,7,400.0,
80,BS,S,B,True,True,False,8,383.33333333333337,
80,SB,S,S,False,True,False,9,433.33333333333337,
80,SB,B,B,False,True,False,10,550.0,
80,SB,B,S,True,True,False,11,400.0,
80,BS,B,B,False,True,False,12,383.33333333333337,
80,SB,S,B,True,True,False,13,400.0,
80,BS,S,B,True,True,False,14,516.6666666666667,
80,BS,S,S,False,True,False,15,433.33333333333337,
80,BS,B,B,False,True,False,16,366.6666666666667,
80,SB,B,B,False,True,False,17,583.3333333333334,
80,BS,S,S,False,True,False,18,716.6666666666667,
80,SB,S,B,True,True,False,19,350.0,
