subjectID,Start,Object_1,Object_2,congruence,correctness,tooSlow,trialNumber,displayedResponseTime
5,SB,S,S,False,False,True,21,1983.3333333333333
5,BS,S,S,False,False,True,22,1983.3333333333333
5,SB,S,B,True,True,False,23,1633.3333333333337
5,SB,S,B,True,False,False,24,200.0
5,BS,S,B,True,True,False,25,1133.3333333333337
5,BS,B,B,False,True,False,26,566.6666666666667
5,BS,S,S,False,False,True,27,1983.3333333333333
5,SB,B,S,True,True,False,28,1716.6666666666667
5,BS,B,S,True,True,False,29,966.6666666666669
5,SB,S,S,False,True,False,30,950.0
5,SB,B,B,False,True,False,31,1150.0
5,BS,B,B,False,True,False,32,1150.0
5,BS,S,S,False,True,False,33,1266.6666666666667
5,BS,S,B,True,True,False,34,1250.0
5,SB,S,S,False,True,False,35,1016.6666666666669
5,SB,S,B,True,True,False,36,1000.0
5,SB,B,S,True,True,False,37,783.3333333333334
5,BS,B,S,True,True,False,38,1033.3333333333337
5,SB,B,B,False,True,False,39,850.0000000000001
6,SB,S,S,False,True,False,0,1700.0000000000002
6,BS,B,S,True,True,False,1,1266.6666666666667
6,SB,B,S,True,True,False,2,1916.6666666666667
6,SB,S,B,True,True,False,3,1016.6666666666669
6,BS,S,S,False,True,False,4,683.3333333333334
6,BS,B,B,False,True,False,5,1933.3333333333333
6,SB,B,B,False,True,False,6,666.6666666666667
6,BS,S,B,True,True,False,7,866.6666666666667
6,BS,B,S,True,True,False,8,1133.3333333333337
6,BS,S,S,False,True,False,9,950.0
6,SB,B,B,False,True,False,10,1233.3333333333337
6,SB,S,S,False,True,False,11,1033.3333333333337
6,BS,B,B,False,True,False,12,1200.0
6,SB,S,B,True,True,False,13,1133.3333333333337
6,BS,S,B,True,True,False,14,666.6666666666667
6,SB,B,S,True,True,False,15,900.0000000000001
6,SB,S,B,True,True,False,16,916.6666666666669
6,SB,B,B,False,False,True,17,1983.3333333333333
6,BS,B,S,True,True,False,18,1000.0
6,BS,B,B,False,True,False,19,466.6666666666667
6,SB,S,S,False,True,False,20,1033.3333333333337
6,SB,B,S,True,True,False,21,933.3333333333334
6,BS,S,S,False,True,False,22,783.3333333333334
6,BS,S,B,True,True,False,23,916.6666666666669
6,BS,B,B,False,True,False,24,883.3333333333334
6,SB,B,S,True,True,False,25,850.0000000000001
6,BS,B,S,True,True,False,26,983.3333333333334
6,SB,S,S,False,True,False,27,1033.3333333333337
6,SB,B,B,False,True,False,28,900.0000000000001
6,BS,S,S,False,True,False,29,750.0
6,SB,S,B,True,True,False,30,1400.0
6,BS,S,B,True,True,False,31,1066.6666666666667
6,BS,S,B,True,True,False,32,700.0
6,SB,B,S,True,True,False,33,883.3333333333334
6,SB,S,B,True,True,False,34,533.3333333333334
6,SB,S,S,False,True,False,35,1200.0
6,BS,B,B,False,True,False,36,716.6666666666667
6,BS,S,S,False,True,False,37,733.3333333333334
6,SB,B,B,False,True,False,38,800.0
6,BS,B,S,True,True,False,39,850.0000000000001
7,SB,S,B,True,True,False,0,1266.6666666666667
7,BS,B,B,False,False,True,1,1983.3333333333333
7,SB,B,S,True,True,False,2,866.6666666666667
7,BS,B,S,True,True,False,3,933.3333333333334
7,SB,S,S,False,True,False,4,983.3333333333334
7,SB,B,B,False,True,False,5,1266.6666666666667
7,BS,S,S,False,True,False,6,1150.0
7,BS,S,B,True,True,False,7,1433.3333333333337
7,SB,S,B,True,True,False,8,1133.3333333333337
7,BS,B,B,False,True,False,9,900.0000000000001
7,SB,S,S,False,True,False,10,883.3333333333334
7,BS,S,S,False,True,False,11,866.6666666666667
7,SB,B,S,True,True,False,12,1033.3333333333337
7,SB,B,B,False,True,False,13,1183.3333333333337
7,BS,B,S,True,True,False,14,1050.0
7,BS,S,B,True,True,False,15,933.3333333333334
7,BS,S,B,True,True,False,16,883.3333333333334
7,BS,B,B,False,True,False,17,1050.0
7,SB,B,B,False,True,False,18,1116.6666666666667
7,SB,B,S,True,True,False,19,1033.3333333333337
7,SB,S,B,True,True,False,20,1266.6666666666667
7,SB,S,S,False,True,False,21,1366.6666666666667
7,BS,S,S,False,True,False,22,1866.6666666666667
7,BS,B,S,True,True,False,23,933.3333333333334
7,BS,B,B,False,True,False,24,1283.3333333333337
7,BS,B,S,True,True,False,25,983.3333333333334
7,BS,S,B,True,True,False,26,1016.6666666666669
7,SB,S,B,True,True,False,27,950.0
7,SB,B,B,False,True,False,28,1983.3333333333333
7,BS,S,S,False,False,True,29,1983.3333333333333
7,SB,S,S,False,True,False,30,883.3333333333334
7,SB,B,S,True,True,False,31,1083.3333333333337
7,SB,B,B,False,True,False,32,1483.3333333333337
7,SB,S,S,False,True,False,33,1666.6666666666667
7,BS,B,B,False,True,False,34,1000.0
7,BS,S,S,False,True,False,35,1416.6666666666667
7,SB,B,S,True,True,False,36,1166.6666666666667
7,BS,B,S,True,True,False,37,1166.6666666666667
7,BS,S,B,True,True,False,38,1066.6666666666667
7,SB,S,B,True,True,False,39,1033.3333333333337
8,SB,B,B,False,False,True,0,1983.3333333333333
8,SB,S,B,True,True,False,1,66.66666666666667
8,BS,S,S,False,True,False,2,183.33333333333331
8,BS,B,B,False,True,False,3,0.0
8,SB,S,S,False,True,False,4,83.33333333333334
8,BS,S,B,True,False,False,5,216.66666666666669
8,BS,B,S,True,False,False,6,166.66666666666669
8,SB,B,S,True,True,False,7,183.33333333333331
8,BS,S,S,False,False,False,8,183.33333333333331
8,BS,S,B,True,False,False,9,200.0
8,SB,S,S,False,False,False,10,0.0
8,SB,B,B,False,True,False,11,50.0
8,BS,B,B,False,False,False,12,0.0
8,SB,B,S,True,True,False,13,100.0
8,SB,S,B,True,True,False,14,200.0
8,BS,B,S,True,True,False,15,166.66666666666669
8,BS,B,B,False,False,False,16,150.0
8,SB,B,S,True,False,False,17,83.33333333333334
8,BS,S,S,False,False,False,18,166.66666666666669
8,SB,S,B,True,False,False,19,150.0
8,BS,B,S,True,False,False,20,200.0
8,SB,B,B,False,True,False,21,250.00000000000003
8,BS,S,B,True,True,False,22,50.0
8,SB,S,S,False,False,False,23,166.66666666666669
8,SB,S,B,True,False,False,24,200.0
8,SB,B,B,False,True,False,25,166.66666666666669
8,BS,B,S,True,True,False,26,0.0
8,BS,B,B,False,False,False,27,166.66666666666669
8,BS,S,S,False,True,False,28,166.66666666666669
8,SB,B,S,True,False,False,29,66.66666666666667
8,SB,S,S,False,True,False,30,166.66666666666669
8,BS,S,B,True,True,False,31,33.333333333333336
8,SB,B,S,True,True,False,32,66.66666666666667
8,SB,B,B,False,True,False,33,50.0
8,BS,B,S,True,True,False,34,133.33333333333334
8,SB,S,S,False,False,False,35,33.333333333333336
8,SB,S,B,True,False,False,36,750.0
8,BS,S,B,True,True,False,37,66.66666666666667
8,BS,B,B,False,True,False,38,800.0
8,BS,S,S,False,True,False,39,200.0
9,SB,B,B,False,True,False,0,533.3333333333334
9,BS,S,B,True,True,False,1,700.0
9,SB,S,B,True,True,False,2,566.6666666666667
9,BS,B,S,True,True,False,3,1000.0
9,SB,S,S,False,True,False,4,966.6666666666669
9,BS,S,S,False,True,False,5,700.0
9,BS,B,B,False,False,False,6,900.0000000000001
9,SB,B,S,True,True,False,7,600.0
9,SB,S,S,False,True,False,8,566.6666666666667
9,BS,B,B,False,True,False,9,1300.0
9,SB,B,S,True,True,False,10,850.0000000000001
9,BS,S,B,True,True,False,11,533.3333333333334
9,BS,B,S,True,True,False,12,650.0
9,SB,S,B,True,True,False,13,1050.0
9,BS,S,S,False,True,False,14,966.6666666666669
9,SB,B,B,False,True,False,15,1033.3333333333337
9,SB,B,S,True,True,False,16,1500.0
9,BS,S,B,True,True,False,17,633.3333333333334
9,BS,B,B,False,True,False,18,816.6666666666667
9,SB,B,B,False,True,False,19,616.6666666666667
9,SB,S,S,False,True,False,20,1016.6666666666669
9,BS,B,S,True,True,False,21,1633.3333333333337
9,BS,S,S,False,False,True,22,1983.3333333333333
9,SB,S,B,True,True,False,23,566.6666666666667
9,BS,S,B,True,True,False,24,750.0
9,BS,S,S,False,True,False,25,500.00000000000006
9,BS,B,S,True,True,False,26,516.6666666666667
9,SB,B,S,True,True,False,27,1583.3333333333337
9,BS,B,B,False,True,False,28,516.6666666666667
9,SB,S,B,True,True,False,29,483.33333333333337
9,SB,S,S,False,True,False,30,566.6666666666667
9,SB,B,B,False,True,False,31,583.3333333333334
9,BS,S,B,True,True,False,32,583.3333333333334
9,BS,B,B,False,True,False,33,583.3333333333334
9,SB,B,S,True,True,False,34,650.0
9,SB,S,S,False,True,False,35,616.6666666666667
9,SB,S,B,True,True,False,36,650.0
9,SB,B,B,False,True,False,37,600.0
9,BS,S,S,False,True,False,38,533.3333333333334
9,BS,B,S,True,True,False,39,966.6666666666669
10,SB,S,S,False,False,True,0,1983.3333333333333
10,SB,B,S,True,True,False,1,700.0
10,BS,S,B,True,True,False,2,966.6666666666669
10,BS,S,S,False,True,False,3,1216.6666666666667
10,SB,B,B,False,True,False,4,983.3333333333334
10,BS,B,S,True,True,False,5,1066.6666666666667
10,BS,B,B,False,True,False,6,850.0000000000001
10,SB,S,B,True,True,False,7,1000.0
10,BS,B,S,True,True,False,8,1750.0000000000002
10,BS,S,B,True,True,False,9,833.3333333333334
10,SB,B,B,False,True,False,10,716.6666666666667
10,SB,B,S,True,True,False,11,1150.0
10,BS,B,B,False,True,False,12,1133.3333333333337
10,BS,S,S,False,True,False,13,500.00000000000006
10,SB,S,B,True,True,False,14,916.6666666666669
10,SB,S,S,False,True,False,15,950.0
10,SB,B,B,False,True,False,16,1133.3333333333337
10,BS,B,B,False,True,False,17,850.0000000000001
10,SB,B,S,True,True,False,18,850.0000000000001
10,SB,S,B,True,True,False,19,850.0000000000001
10,BS,S,B,True,True,False,20,850.0000000000001
10,BS,S,S,False,True,False,21,950.0
10,SB,S,S,False,True,False,22,1066.6666666666667
10,BS,B,S,True,True,False,23,900.0000000000001
10,SB,S,B,True,True,False,24,533.3333333333334
10,BS,B,S,True,True,False,25,1100.0
10,SB,S,S,False,True,False,26,950.0
10,BS,S,B,True,True,False,27,633.3333333333334
10,BS,B,B,False,True,False,28,900.0000000000001
10,SB,B,B,False,True,False,29,1500.0
10,BS,S,S,False,True,False,30,1016.6666666666669
10,SB,B,S,True,True,False,31,916.6666666666669
10,BS,B,S,True,True,False,32,1083.3333333333337
10,BS,S,S,False,True,False,33,1050.0
10,BS,S,B,True,True,False,34,1033.3333333333337
10,SB,B,B,False,True,False,35,1500.0
10,SB,S,S,False,True,False,36,1033.3333333333337
10,SB,B,S,True,True,False,37,1016.6666666666669
10,BS,B,B,False,True,False,38,1066.6666666666667
10,SB,S,B,True,True,False,39,966.6666666666669
11,BS,B,B,False,True,False,0,1033.3333333333337
11,BS,B,S,True,True,False,1,700.0
11,SB,S,B,True,True,False,2,866.6666666666667
11,SB,B,S,True,True,False,3,983.3333333333334
11,SB,S,S,False,True,False,4,983.3333333333334
11,SB,B,B,False,True,False,5,766.6666666666667
11,BS,S,B,True,True,False,6,916.6666666666669
11,BS,S,S,False,True,False,7,900.0000000000001
11,SB,B,S,True,True,False,8,783.3333333333334
11,BS,S,B,True,True,False,9,716.6666666666667
11,SB,S,B,True,True,False,10,1000.0
11,BS,S,S,False,True,False,11,833.3333333333334
11,BS,B,S,True,True,False,12,916.6666666666669
11,BS,B,B,False,True,False,13,1166.6666666666667
11,SB,S,S,False,True,False,14,1000.0
11,SB,B,B,False,True,False,15,966.6666666666669
11,SB,S,B,True,True,False,16,1066.6666666666667
11,BS,S,B,True,True,False,17,816.6666666666667
11,BS,B,B,False,True,False,18,916.6666666666669
11,SB,B,B,False,True,False,19,900.0000000000001
11,SB,S,S,False,True,False,20,933.3333333333334
11,BS,S,S,False,True,False,21,1033.3333333333337
11,SB,B,S,True,True,False,22,833.3333333333334
11,BS,B,S,True,True,False,23,683.3333333333334
11,SB,B,B,False,True,False,24,1016.6666666666669
11,SB,B,S,True,False,True,25,1983.3333333333333
11,SB,S,S,False,True,False,26,1016.6666666666669
11,BS,S,B,True,True,False,27,1000.0
11,SB,S,B,True,True,False,28,783.3333333333334
11,BS,B,S,True,True,False,29,1433.3333333333337
11,BS,S,S,False,True,False,30,1033.3333333333337
11,BS,B,B,False,True,False,31,1983.3333333333333
11,SB,B,B,False,True,False,32,966.6666666666669
11,SB,B,S,True,True,False,33,766.6666666666667
11,BS,B,S,True,True,False,34,766.6666666666667
11,SB,S,S,False,True,False,35,766.6666666666667
11,BS,S,B,True,True,False,36,833.3333333333334
11,BS,S,S,False,True,False,37,700.0
11,SB,S,B,True,True,False,38,750.0
11,BS,B,B,False,True,False,39,750.0
12,BS,B,S,True,True,False,0,666.6666666666667
12,SB,S,B,True,True,False,1,583.3333333333334
12,BS,S,S,False,True,False,2,633.3333333333334
12,BS,S,B,True,True,False,3,633.3333333333334
12,BS,B,B,False,True,False,4,750.0
12,SB,S,S,False,True,False,5,700.0
12,SB,B,S,True,True,False,6,616.6666666666667
12,SB,B,B,False,True,False,7,700.0
12,BS,S,B,True,True,False,8,716.6666666666667
12,SB,S,S,False,True,False,9,816.6666666666667
12,SB,S,B,True,True,False,10,733.3333333333334
12,BS,B,B,False,True,False,11,766.6666666666667
12,SB,B,S,True,True,False,12,750.0
12,BS,S,S,False,True,False,13,616.6666666666667
12,BS,B,S,True,True,False,14,666.6666666666667
12,SB,B,B,False,True,False,15,616.6666666666667
12,BS,B,B,False,True,False,16,700.0
12,BS,B,S,True,True,False,17,616.6666666666667
12,BS,S,B,True,True,False,18,650.0
12,SB,S,S,False,True,False,19,566.6666666666667
12,BS,S,S,False,True,False,20,666.6666666666667
12,SB,S,B,True,True,False,21,683.3333333333334
12,SB,B,B,False,True,False,22,850.0000000000001
12,SB,B,S,True,True,False,23,900.0000000000001
12,SB,S,S,False,True,False,24,683.3333333333334
12,SB,B,B,False,True,False,25,883.3333333333334
12,SB,S,B,True,True,False,26,583.3333333333334
12,BS,S,B,True,True,False,27,733.3333333333334
12,BS,S,S,False,True,False,28,716.6666666666667
12,BS,B,S,True,True,False,29,783.3333333333334
12,BS,B,B,False,True,False,30,750.0
12,SB,B,S,True,True,False,31,766.6666666666667
12,SB,S,S,False,True,False,32,716.6666666666667
12,BS,B,S,True,True,False,33,716.6666666666667
12,SB,S,B,True,True,False,34,800.0
12,SB,B,B,False,True,False,35,766.6666666666667
12,SB,B,S,True,False,False,36,1983.3333333333333
12,BS,B,B,False,True,False,37,1133.3333333333337
12,BS,S,B,True,True,False,38,816.6666666666667
12,BS,S,S,False,True,False,39,666.6666666666667
13,BS,B,B,False,True,False,0,1183.3333333333337
13,SB,B,B,False,True,False,1,783.3333333333334
13,BS,B,S,True,True,False,2,933.3333333333334
13,BS,S,B,True,True,False,3,933.3333333333334
13,BS,S,S,False,True,False,4,766.6666666666667
13,SB,S,B,True,True,False,5,883.3333333333334
13,SB,B,S,True,True,False,6,1416.6666666666667
13,SB,S,S,False,True,False,7,683.3333333333334
13,BS,B,S,True,True,False,8,1166.6666666666667
13,SB,B,S,True,True,False,9,800.0
13,SB,S,S,False,True,False,10,766.6666666666667
13,BS,S,B,True,True,False,11,616.6666666666667
13,BS,S,S,False,True,False,12,600.0
13,BS,B,B,False,True,False,13,1133.3333333333337
13,SB,B,B,False,False,False,14,950.0
13,SB,S,B,True,True,False,15,800.0
13,SB,B,S,True,True,False,16,783.3333333333334
13,BS,B,B,False,True,False,17,716.6666666666667
13,BS,B,S,True,True,False,18,833.3333333333334
13,SB,S,B,True,True,False,19,666.6666666666667
13,SB,B,B,False,True,False,20,850.0000000000001
13,BS,S,B,True,True,False,21,933.3333333333334
13,BS,S,S,False,True,False,22,766.6666666666667
13,SB,S,S,False,True,False,23,716.6666666666667
13,BS,S,B,True,True,False,24,950.0
13,BS,B,B,False,True,False,25,683.3333333333334
13,SB,B,S,True,True,False,26,916.6666666666669
13,SB,B,B,False,True,False,27,700.0
13,SB,S,B,True,True,False,28,850.0000000000001
13,SB,S,S,False,True,False,29,933.3333333333334
13,BS,B,S,True,True,False,30,683.3333333333334
13,BS,S,S,False,True,False,31,683.3333333333334
13,BS,S,B,True,True,False,32,650.0
13,BS,S,S,False,True,False,33,566.6666666666667
13,BS,B,B,False,True,False,34,533.3333333333334
13,SB,B,S,True,True,False,35,733.3333333333334
13,SB,S,S,False,True,False,36,616.6666666666667
13,SB,S,B,True,True,False,37,583.3333333333334
13,SB,B,B,False,True,False,38,583.3333333333334
13,BS,B,S,True,True,False,39,700.0
14,BS,B,B,False,True,False,0,1016.6666666666669
14,BS,B,S,True,True,False,1,900.0000000000001
14,SB,S,S,False,True,False,2,1033.3333333333337
14,BS,S,S,False,True,False,3,1016.6666666666669
14,SB,S,B,True,True,False,4,866.6666666666667
14,SB,B,B,False,True,False,5,850.0000000000001
14,BS,S,B,True,True,False,6,666.6666666666667
14,SB,B,S,True,True,False,7,750.0
14,SB,B,S,True,True,False,8,900.0000000000001
14,SB,S,S,False,True,False,9,816.6666666666667
14,BS,B,B,False,True,False,10,716.6666666666667
14,SB,S,B,True,True,False,11,683.3333333333334
14,SB,B,B,False,True,False,12,666.6666666666667
14,BS,S,B,True,True,False,13,616.6666666666667
14,BS,B,S,True,True,False,14,650.0
14,BS,S,S,False,True,False,15,866.6666666666667
14,SB,S,S,False,True,False,16,783.3333333333334
14,BS,S,S,False,True,False,17,700.0
14,BS,S,B,True,True,False,18,666.6666666666667
14,BS,B,B,False,True,False,19,766.6666666666667
14,SB,B,B,False,True,False,20,766.6666666666667
14,BS,B,S,True,True,False,21,750.0
14,SB,B,S,True,True,False,22,750.0
14,SB,S,B,True,True,False,23,733.3333333333334
14,SB,B,S,True,True,False,24,766.6666666666667
14,BS,S,B,True,True,False,25,866.6666666666667
14,BS,S,S,False,True,False,26,700.0
14,SB,S,S,False,True,False,27,833.3333333333334
14,SB,S,B,True,True,False,28,816.6666666666667
14,BS,B,S,True,True,False,29,866.6666666666667
14,SB,B,B,False,True,False,30,800.0
14,BS,B,B,False,True,False,31,783.3333333333334
14,BS,S,B,True,True,False,32,716.6666666666667
14,BS,B,S,True,True,False,33,866.6666666666667
14,SB,B,S,True,True,False,34,766.6666666666667
14,BS,B,B,False,True,False,35,616.6666666666667
14,SB,B,B,False,True,False,36,666.6666666666667
14,SB,S,S,False,True,False,37,716.6666666666667
14,SB,S,B,True,True,False,38,783.3333333333334
14,BS,S,S,False,True,False,39,616.6666666666667
15,BS,S,B,True,True,False,0,1000.0
15,SB,B,B,False,True,False,1,1350.0
15,SB,S,B,True,True,False,2,800.0
15,BS,B,B,False,True,False,3,1016.6666666666669
15,BS,S,S,False,True,False,4,1033.3333333333337
15,SB,S,S,False,True,False,5,966.6666666666669
15,SB,B,S,True,True,False,6,1166.6666666666667
